Unnamed: 0,sentiment,text,magnitude,score,Unnamed: 0,Positive,Neutral,Negative,que,sentiment,text,ibm_score,Unnamed: 0,text,predict,score
0.0,Positive,"Thank you, Ellen. We have a strong 2018, with total revenues of $136.8 billion, up 23% over 2017, reflecting the benefit of our ongoing investments to deliver exceptional experiences for users and compelling returns for our advertisers, partners and enterprise customers.",0.20000000298023224,0.0,0.0,0.7919336557388306,0.2011380344629288,0.0039044960867613545,0.7919336557388306,Positive,"Thank you, Ellen. We have a strong 2018, with total revenues of $136.8 billion, up 23% over 2017, reflecting the benefit of our ongoing investments to deliver exceptional experiences for users and compelling returns for our advertisers, partners and enterprise customers.",0.987951,0,"Could you catch us up on your latest thinking on the NMA? And maybe tie that to your view on moderating demand, I guess, if -- demand would obviously fluctuate a bit if you chose to launch the aircraft with the pile of launch customers, I would imagine. So maybe just juxtapose those two different points.",neutral,0.5
1.0,Positive,"Stock-based compensation totaled $2.3 billion. Headcount at the end of the quarter was 98,771, up 4,399 from last quarter. Consistent with prior quarters, the majority of new hires were engineers and product managers. In terms of product areas, the most sizable head count increases were in Cloud for both technical and sales roles.",0.0,0.0,1.0,0.01630508154630661,0.9747905731201172,0.00608405377715826,0.9747905731201172,Positive,"Stock-based compensation totaled $2.3 billion. Headcount at the end of the quarter was 98,771, up 4,399 from last quarter. Consistent with prior quarters, the majority of new hires were engineers and product managers. In terms of product areas, the most sizable head count increases were in Cloud for both technical and sales roles.",0.6559809999999999,1,"Thank you, and good morning. Welcome to Boeing's fourth quarter 2018 earnings call. I'm Maurita Sutedja. And with me today is Dennis Muilenburg, Boeing's Chairman, President and Chief Executive Officer; and Greg Smith, Boeing's Chief Financial Officer and Executive Vice President of Enterprise Performance & Strategy. After management comment, we will take your questions. In fairness to others on the call, we ask that you please limit yourself to one question. As always we have provided detailed financial information in our press release issued earlier today. And as a reminder you can follow todayâs broadcast and slide presentation through our website at boeing.com.",positive,0.9853691459999999
10.0,Neutral,"Ladies and gentlemen, this does conclude the Goldman Sachs Fourth Quarter 2018 Earnings Conference Call. Thank you for your participation. You may now disconnect.",0.6000000238418579,0.0,10.0,0.006106737069785595,0.9864929318428041,0.00529505079612136,0.9864929318428041,Neutral,"Ladies and gentlemen, this does conclude the Goldman Sachs Fourth Quarter 2018 Earnings Conference Call. Thank you for your participation. You may now disconnect.",0.599695,2,"Before we begin, I need to remind you that any projections and goals we include in our discussion this morning are likely to involve risks, which is detailed in our news release in our various SEC filings and in the forward-looking statement disclaimer at the end of this rough presentation. In addition, we refer you to our earnings release and presentation for disclosures and reconciliations of non-GAAP measures that we use when discussing our results and outlook. Now, I will turn the call over to Dennis Muilenburg",neutral,0.5
100.0,Positive,"And that has thrown up, as I said in my comments, about $2.7 billion of net interest income, with a run rate exiting Q4 of about $800 million in the quarter. And we think that's part of a more durable, more visible, more recurring set of revenue as part of the overall I&L picture itself.",0.6000000238418579,0.0,100.0,0.2887303829193115,0.6301295161247253,0.062244534492492676,0.6301295161247253,Positive,"And that has thrown up, as I said in my comments, about $2.7 billion of net interest income, with a run rate exiting Q4 of about $800 million in the quarter. And we think that's part of a more durable, more visible, more recurring set of revenue as part of the overall I&L picture itself.",0.27478,3,"In addition, we refer you to our earnings release and presentation for disclosures and reconciliations of non-GAAP measures that we use when discussing our results and outlook.Now, I will turn the call over to Dennis Muilenburg.",neutral,0.5
1000.0,Neutral,"For S and X, we did eliminate the 75 [indiscernible] of S and X and product model differentiation relative to 3 and then Y that's coming out. I think we could see a slight decline in total vehicles, but I think the net cash flow from S and X is likely to be very similar. So probably no major change in net cash flow for S and X.",0.4000000059604645,0.0,1000.0,0.05364380031824112,0.6083693504333496,0.2681728005409241,0.6083693504333496,Neutral,"For S and X, we did eliminate the 75 [indiscernible] of S and X and product model differentiation relative to 3 and then Y that's coming out. I think we could see a slight decline in total vehicles, but I think the net cash flow from S and X is likely to be very similar. So probably no major change in net cash flow for S and X.",-0.7206819999999999,4,"Thank you, Maurita, and good morning. Let me begin today with a brief overview of our 2018 operating performance, followed by an update on the business environment and our expectations going forward. After that, Greg will walk you through the details of our financial results and outlook. With that, let's move to Slide 2.Thanks to the dedicated efforts of our teams across the company. Boeing delivered strong 2018 financial results that included record revenue, earnings per share and operating cash flow, driven by record commercial air craft deliveries, higher defense space and securities and services volume and strong performance. And all of our three businesses increased their backlog in 2018",neutral,0.5
1001.0,Neutral,"Okay. The next question from Alex is, can you please share an update on full self-driving and Tesla Network development? When will customers start to see full self-driving features? What's the best case time line for a Tesla Network to go live?",1.2000000476837158,0.0,1001.0,0.0019852779805660248,0.9047775268554688,0.08490025997161865,0.9047775268554688,Neutral,"Okay. The next question from Alex is, can you please share an update on full self-driving and Tesla Network development? When will customers start to see full self-driving features? What's the best case time line for a Tesla Network to go live?",0.787712,5,"We sharpened our focus on profitable, sustained long-term growth strategies, disciplined execution of our production and development programs, delivering greater life cycle value, including growing our services business and driving further quality, safety and productivity gains across the enterprise.",positive,0.912122607
1002.0,Positive,"Sure. We have - we already have full self-driving capability on highway. So from highway on ramp to highway exit, including passing cars and going from one highway interchange to another, full self-driving capability is there.",0.20000000298023224,0.0,1002.0,0.015747604891657833,0.9717783331871032,0.009634583257138727,0.9717783331871032,Positive,"Sure. We have - we already have full self-driving capability on highway. So from highway on ramp to highway exit, including passing cars and going from one highway interchange to another, full self-driving capability is there.",0.7474419999999999,6,"For the full year, we generated record operating cash flow of $15.3 billion. We repurchased 26.1 million shares for $9 billion and made dividend payments totaling $3.9 billion in 2018.We continue to deliver on our commitment to returning cash to shareholders while investing in our people, innovation and future growth. In December, our Board of Directors authorized a new $20 billion share repurchase program and a 20% increase in our quarterly dividend. The increase is a part of our balanced cash deployment strategy and reflected the confidence we have in our strong lineup of products and services in our long-term outlook for the business.Turning to our core operating performance for the year, Boeing Commercial Airplanes generated revenue of $60.7 billion reflecting a record 806 deliveries, including the delivery of the first 787â10 Dreamliner and the first 737 Max 9. During the year, we delivered 256 Max airplanes nearly half of the total 737 deliveries.",neutral,0.5
1003.0,Positive,"In a few weeks, we'll be pushing update that will allow the option of removing stock confirmed in markets where regulators approve it, which we believe that will be the case in the U.S., for example. And over time, we think probably all regulators will approve it.",0.4000000059604645,0.20000000298023224,1003.0,0.04420091584324837,0.8834115266799927,0.06234633177518845,0.8834115266799927,Positive,"In a few weeks, we'll be pushing update that will allow the option of removing stock confirmed in markets where regulators approve it, which we believe that will be the case in the U.S., for example. And over time, we think probably all regulators will approve it.",0.797277,7,"Continued healthy sales activity contributed to 893 net new airplane orders during the year adding to our robust backlog stands at nearly 5,900 airplanes and is worth $412 billion. Our backlog equates to about seven years production at current rates.B Commercial Airplane milestones in 2018 included the delivery of the 787 Dreamliner and the first airplane from the new 737 completion center in China. The 737 program increased its production rate to 52 per month and made good progress on its recovery plans to mitigate supply chain challenges with the 173 aircraft delivered in the fourth quarter. Also in the year, we completed the first flight of the 737 Max 7 and delivered the first Max Boeing business jet airplane. The 777X program achieved a number of key milestones last year as we rolled out the static test airplane and began production of the flight test airplanes. We recently completed Final Body Join for the first flight test airplane and turned on its electrically powered systems. We plan to start flight testing this year and remain on track for the first 777X delivery in 2020. Meanwhile the 787 program further matured its rate readiness. We have started transitioning 14 per month in our factories and supply chain as we prepare to begin delivering at this higher rate. We expect to complete the transition in the second quarter.",neutral,0.5
1004.0,Positive,"But we kept talking from there just to make sure that we took care of like - of any strange corner cases. And it's really quite sublime if you have stock confirm of and like the car goes from highway on ramp, passes slower cars, change - takes an interchange and then takes the exit and then comes to a stop after the exit. So it's really quite profound to have that experience.",1.2999999523162842,0.4000000059604645,1004.0,0.7104568481445312,0.03286977484822273,0.07243367284536363,0.7104568481445312,Positive,"But we kept talking from there just to make sure that we took care of like - of any strange corner cases. And it's really quite sublime if you have stock confirm of and like the car goes from highway on ramp, passes slower cars, change - takes an interchange and then takes the exit and then comes to a stop after the exit. So it's really quite profound to have that experience.",0.710978,8,"Now over to Defense, Space & Security. BDS reported revenue of $23.2 billion, a 13% growth year-on-year, reflecting higher volume across its business. BDS booked $36 billion of new orders during the year, including wins on important new franchise opportunities like the T-X trainer, the MQ-25 unmanned aircraft and the MH-139 helicopter. More recently, in the fourth quarter, BDS was awarded contract to modernize the entire Spanish Chinook Helicopter fleet and a joint ground system to provide tactical satellite communications for the U.S. Air Force. BDS made progress on a number of critical program milestones, including delivering the first two KC 46 tankers to the U.S. Air Force earlier this month. Two more tankers have been accepted by the Air Force, and we expect to deliver these aircraft imminently. We look forward to working with the Air Force and the Navy during their initial operational test and evaluation of the KC-46, as we further demonstrate the operational capabilities as this next generation aircraft across refueling, mobility and combat weapon system missions. Additionally we receive the contract provide the second KC-46 international tanker to Japan. This highlights the broader demand in market opportunity that we see for this program. Other key operational milestones for BDS included the unveiling of the SB-1 Defiant helicopter Boeing and Sikorsky are developing for the U.S. Army's joint multirole technology demonstrator program and completing another Minuteman III flight test.",neutral,0.5
1005.0,Neutral,Then the next part of full self-driving will really be to - is traffic lights. It's hard. So stop streets are pretty easy because you can essentially geocode those and is recognized at all times.,1.0,0.30000001192092896,1005.0,0.3412152528762817,0.27902406454086304,0.20205892622470856,0.3412152528762817,Neutral,Then the next part of full self-driving will really be to - is traffic lights. It's hard. So stop streets are pretty easy because you can essentially geocode those and is recognized at all times.,-0.28769,9,"We continue to ramp up the activities for the T-X and MQ-25 programs. These wins are the culmination of years of unwavering focus, improving our technology and derisking the programs. We have developed and flight tested two all-new production ready T-X jets with 76 flight tests having been completed to date. We've already seeing strong interest as well for the T-X from outside of the U.S. On MQ-25, we have demonstrated deck handling and engine trials. Our MQ-25 prototype aircraft is currently in ground test and expected to undergo first flight this year.",neutral,0.5
